MMSI;VesselName;IMO;CallSign;VesselType;Status;Length;Width;Draft;Cargo;TransceiverClass;BaseDateTime
563637000;CHALLENGE PARAGON;IMO9403310;9V7950;80.0;0.0;179.0;32.0;12.1;80.0;A;04/12/2023 17:59
563674000;CLARICE;IMO9674775;9V6273;80.0;0.0;156.0;25.0;10.5;80.0;A;22/12/2023 16:21
563706000;NORD PEAK;IMO9566564;9V9236;70.0;0.0;199.0;32.0;12.8;79.0;A;01/12/2023 06:37
563710000;POLARIS LEADER;IMO9372810;9VHC5;70.0;0.0;179.0;32.0;9.6;70.0;A;03/12/2023 11:10
563758000;NYK RUMINA;IMO9416991;9V7645;70.0;0.0;294.0;32.0;13.5;70.0;A;03/12/2023 12:00
563759000;EAGLE KANGAR;IMO9417024;9V8472;80.0;0.0;244.0;42.0;5.8;80.0;A;01/12/2023 02:14
563868000;BW LEOPARD;IMO9635822;9V2344;80.0;0.0;183.0;32.0;13.3;80.0;A;21/12/2023 17:08
563889000;BW WREN;IMO9713856;9V2927;80.0;0.0;183.0;;;80.0;A;05/12/2023 03:23
563907000;SAVITREE NAREE;IMO9751224;9V3873;70.0;1.0;199.0;32.0;8.5;70.0;A;01/12/2023 00:05
563930000;CLIPPER BREEZE;IMO9757802;9V3722;70.0;0.0;179.0;;;70.0;A;03/12/2023 03:25
563947000;STRATEGIC UNITY;IMO9648099;S6CK6;70.0;0.0;179.0;30.0;10.5;70.0;A;20/12/2023 21:13
564011000;EMPERY;IMO9744910;9V2907;80.0;0.0;;;;80.0;A;27/12/2023 14:05
564204000;BULK POLAND;IMO9682863;9V2143;70.0;8.0;228.0;32.0;14.4;70.0;A;06/12/2023 11:13
564220000;THOR MERCURY;IMO9300221;9V2557;70.0;1.0;189.0;32.0;12.5;70.0;A;01/12/2023 00:04
564228992;<Unknown>;<Unknown>;<Unknown>;;8.0;;;;;A;27/12/2023 15:11
564229000;BW OSPREY;IMO9682241;9V2923;80.0;0.0;183.0;;;80.0;A;01/12/2023 01:59
564304000;WEST INTREPID;IMO8768842;9V2542;90.0;1.0;74.0;62.0;;96.0;A;17/12/2023 16:57
564329000;EAGLE KLANG;IMO9417892;9V8640;80.0;5.0;243.0;42.0;14.6;80.0;A;01/12/2023 00:07
564345000;EVER LUCENT;IMO9629067;9V9792;70.0;0.0;334.0;45.0;14.2;74.0;A;03/12/2023 00:25
564372000;SAGAR RATAN;IMO9533438;9V8842;70.0;0.0;199.0;32.0;12.8;79.0;A;18/12/2023 09:08
564398000;MAERSK BATUR;IMO9402029;9V8207;70.0;0.0;223.0;32.0;12.0;71.0;A;04/12/2023 19:47
564399000;MAERSK BRANI;IMO9409352;9V8208;70.0;0.0;223.0;32.0;12.0;74.0;A;19/12/2023 04:37
564458000;TORM ALEXANDRA;IMO9466001;9V2614;80.0;0.0;183.0;32.0;12.6;89.0;A;28/12/2023 10:34
564519000;KOTA RAJA;IMO9167423;S6SS;70.0;5.0;144.0;22.0;5.9;70.0;A;01/12/2023 00:04
564538000;VIYADA NAREE;IMO9722039;9V2940;70.0;0.0;182.0;30.0;9.3;70.0;A;12/12/2023 14:09
564559000;KOTA RATU;IMO9167435;S6ST;70.0;0.0;144.0;23.0;6.8;70.0;A;13/12/2023 01:33
564561000;SIRIUS LEADER;IMO9213806;9V9171;70.0;0.0;180.0;32.0;9.6;70.0;A;05/12/2023 01:54
564622000;KOTA HARUM;IMO9238636;9VFF8;70.0;0.0;159.0;25.0;9.2;70.0;A;14/12/2023 00:04
564702000;EPIC CURACAO;IMO9698288;9V2515;80.0;5.0;95.0;15.0;5.5;80.0;A;01/12/2023 00:17
564724000;THOR INFINITY;IMO9238466;9V9071;70.0;5.0;190.0;32.0;12.0;70.0;A;01/12/2023 00:05
564731000;THOR INDEPENDENCE;IMO9222510;9V9088;70.0;5.0;190.0;32.0;9.8;70.0;A;01/12/2023 00:04
564734000;HOEGH YOKOHAMA;IMO9185451;S6TV;70.0;0.0;179.0;32.0;10.2;70.0;A;10/12/2023 14:41
564756000;THOR MAXIMUS;IMO9291391;9V2805;70.0;0.0;189.0;32.0;12.5;70.0;A;02/12/2023 05:15
564818000;BW KYOTO;IMO9405083;9VVD4;80.0;0.0;230.0;36.0;11.6;80.0;A;15/12/2023 07:20
564837000;MAERSK VALLVIK;IMO9411381;9V8839;70.0;0.0;179.0;27.0;10.7;71.0;A;13/12/2023 13:50
564880000;KOTA HALUS;IMO9238612;9V8258;70.0;0.0;159.0;25.0;9.2;70.0;A;09/12/2023 12:48
564881000;STRATEGIC VENTURE;IMO9648104;9VKA9;70.0;0.0;179.0;30.0;10.5;70.0;A;31/12/2023 17:43
564902000;CAPRICORNUS LEADER;IMO9283863;9V2816;70.0;0.0;199.0;32.0;10.0;70.0;A;15/12/2023 18:51
564923000;EPIC CALEDONIA;IMO9698290;9V2516;80.0;0.0;95.0;15.0;5.5;80.0;A;04/12/2023 21:30
565113000;SPREAD EAGLE;IMO9699995;9V2314;80.0;0.0;225.0;;;80.0;A;08/12/2023 20:38
565213000;LUCIE SCHULTE;IMO9301926;9VEK9;70.0;0.0;210.0;30.0;11.5;79.0;A;17/12/2023 23:28
565238000;AYAME;IMO9415662;9V8098;80.0;0.0;230.0;36.0;11.6;80.0;A;30/12/2023 13:21
565254000;EPIC BALI;IMO9519523;9V2988;80.0;0.0;117.0;18.0;6.8;83.0;A;01/12/2023 00:00
565286000;STRATEGIC EQUITY;IMO9689902;9V2290;70.0;0.0;179.0;30.0;10.5;70.0;A;27/12/2023 18:23
565295000;SAFE CONCORDIA;IMO8768127;9VMH2;90.0;3.0;99.0;45.0;5.9;90.0;A;01/12/2023 00:00
565302000;HOIHOW;IMO9714238;9V2461;70.0;0.0;179.0;;;70.0;A;15/12/2023 11:21
565321000;EPIC MADEIRA;IMO9341902;S6HE4;80.0;0.0;119.0;19.0;7.6;89.0;A;05/12/2023 12:55
565376000;CMA CGM BRAZIL;IMO9676709;9V3051;70.0;0.0;188.0;30.0;10.5;70.0;A;14/12/2023 05:58
565380000;MAX SCHULTE;IMO9676711;9V3052;70.0;0.0;189.0;30.0;8.9;70.0;A;14/12/2023 15:52
565402000;KOTA LATIF;IMO9340764;9VBR6;70.0;0.0;260.0;32.0;13.0;70.0;A;05/12/2023 01:03
565404000;SILVIO;IMO9722223;9V2727;80.0;0.0;225.0;;;80.0;A;11/12/2023 21:53
565440000;ACER ARROW;IMO9720043;9V2689;70.0;5.0;199.0;32.0;13.0;70.0;A;01/12/2023 00:04
565449000;MAERSK SERANGOON;IMO9315214;S6CH2;70.0;0.0;318.0;40.0;14.0;74.0;A;27/12/2023 05:05
565473000;MAERSK NORTHAMPTON;IMO9215919;9VPY3;70.0;0.0;210.0;30.0;11.5;71.0;A;12/12/2023 11:47
565475000;MAERSK NEWHAVEN;IMO9215880;9VPY4;70.0;0.0;210.0;30.0;11.5;71.0;A;01/12/2023 00:00
565482000;MAERSK SENANG;IMO9315240;S6CH5;70.0;5.0;318.0;40.0;14.0;71.0;A;01/12/2023 00:05
565497000;TORM TROILUS;IMO9726475;9V3574;80.0;0.0;183.0;;;80.0;A;26/12/2023 01:15
565516000;KAZAK;IMO9739549;9V2928;80.0;0.0;119.0;20.0;7.3;80.0;A;02/12/2023 22:13
565516025;<Unknown>;<Unknown>;<Unknown>;;13.0;;;;;A;26/12/2023 12:15
565533000;MAERSK VILNIUS;IMO9408956;9V8503;70.0;0.0;179.0;27.0;10.7;70.0;A;01/12/2023 00:00
565592000;MARCELLUS LADY;IMO9722780;9V3144;80.0;0.0;179.0;;;80.0;A;21/12/2023 00:29
565661000;MAERSK ANTARES;IMO9342504;9VHK7;70.0;0.0;337.0;45.0;15.0;71.0;A;03/12/2023 13:02
565693000;NEPTUNO;IMO9662136;9V2390;60.0;3.0;95.0;67.0;8.6;90.0;A;17/12/2023 17:02
565699000;MAYFAIR;IMO9392236;S6HE5;80.0;0.0;119.0;19.0;7.6;81.0;A;12/12/2023 15:09
565747000;MAERSK ALFIRK;IMO9342516;9VBN2;70.0;0.0;337.0;45.0;15.0;71.0;A;26/12/2023 04:12
565810000;MAERSK BATAM;IMO9355331;9VHF2;70.0;0.0;223.0;32.0;10.8;71.0;A;25/12/2023 22:42
565819000;MAERSK ALGOL;IMO9342528;9VFV5;70.0;0.0;337.0;45.0;15.0;71.0;A;02/12/2023 18:44
565871000;MTM PENANG;IMO9712591;9V2994;80.0;0.0;149.0;24.0;10.2;80.0;A;20/12/2023 22:16
565884000;MTM NEW ORLEANS;IMO9749398;9V2993;80.0;0.0;179.0;;;89.0;A;28/12/2023 04:32
565949000;EAGLE KUANTAN;IMO9417012;9V8376;80.0;0.0;243.0;42.0;14.6;88.0;A;01/12/2023 00:00
565971000;MAERSK BUTON;IMO9392925;9V7498;70.0;0.0;223.0;32.0;12.0;70.0;A;12/12/2023 02:45
566060000;STAR ENDEAVOUR I;IMO9517927;9V9397;70.0;0.0;162.0;26.0;9.7;70.0;A;19/12/2023 05:16
566073000;ELIZABETH;IMO9593282;9V8794;70.0;1.0;189.0;32.0;12.7;70.0;A;01/12/2023 00:05
566090000;STAR PRIDE;IMO9517915;9V9351;70.0;0.0;162.0;26.0;9.7;70.0;A;17/12/2023 19:16
566095000;TAURUS LEADER;IMO9700550;9V3259;70.0;0.0;199.0;35.0;10.4;70.0;A;01/12/2023 00:00
566198000;MTM GIBRALTAR;IMO9282924;9V9575;80.0;0.0;141.0;24.0;10.0;80.0;A;21/12/2023 07:40
566242000;HAFNIA AFRICA;IMO9467811;9V3328;80.0;0.0;227.0;32.0;14.3;80.0;A;03/12/2023 09:34
566267000;CRIMSON ACE;IMO9727429;9V2688;70.0;0.0;228.0;32.0;14.4;79.0;A;27/12/2023 06:58
566274000;THOR INTEGRITY;IMO9222493;9V9627;70.0;0.0;189.0;32.0;12.0;70.0;A;21/12/2023 04:29
566278000;MAERSK NEWBURY;IMO9231470;9V3366;70.0;0.0;210.0;30.0;11.5;71.0;A;18/12/2023 15:19
566282000;KOTA SELAMAT;IMO9681261;9V2128;70.0;0.0;228.0;37.0;9.8;70.0;A;04/12/2023 20:17
566393000;AFFINITY V;IMO9645401;9V3627;80.0;0.0;;;;80.0;A;14/12/2023 14:32
566409000;APL SOUTHAMPTON;IMO9462017;9V9399;70.0;0.0;347.0;45.0;15.5;71.0;A;01/12/2023 10:37
566453000;EAGLE SAN ANTONIO;IMO9594822;9V9330;80.0;5.0;274.0;49.0;17.2;80.0;A;01/12/2023 00:01
566464000;PAC SUHAIL;IMO9598945;9VPQ8;70.0;5.0;180.0;27.0;10.2;70.0;A;01/12/2023 00:00
566479000;FAIRWAY;IMO9590319;9V8762;80.0;0.0;274.0;48.0;17.2;80.0;A;01/12/2023 00:00
566493000;MAERSK COPENHAGEN;IMO9525405;S6NY3;70.0;0.0;249.0;37.0;9.6;70.0;A;11/12/2023 20:22
566539000;EAGLE SAN DIEGO;IMO9594834;9V9335;80.0;0.0;274.0;49.0;17.2;80.0;A;01/12/2023 00:18
566572000;REINHOLD SCHULTE;IMO9576789;9V6035;80.0;0.0;177.0;27.0;9.2;84.0;A;01/12/2023 00:02
566594000;OCEAN HIRYU;IMO9263265;9V6211;70.0;0.0;188.0;32.0;12.2;70.0;A;18/12/2023 02:21
566603000;PAC SHAULA;IMO9598957;9VPQ9;70.0;0.0;180.0;27.0;10.2;70.0;A;28/12/2023 01:45
566621000;PERSEVERANCE V;IMO9730139;9V3115;80.0;0.0;225.0;;;80.0;A;04/12/2023 11:13
566637000;PAC CAPELLA;IMO9638616;9V9785;70.0;0.0;180.0;27.0;9.8;70.0;A;15/12/2023 11:16
566644000;EAGLE SAN JUAN;IMO9594846;9V9333;80.0;1.0;274.0;49.0;17.2;80.0;A;01/12/2023 00:08
566673000;EVER LAUREL;IMO9595474;9V9287;70.0;0.0;334.0;45.0;14.2;70.0;A;12/12/2023 12:37
566690000;EAGLE SAN PEDRO;IMO9594858;9V9334;80.0;0.0;274.0;49.0;17.2;80.0;A;01/12/2023 00:02
566693000;MORSTON;IMO9608300;9V9144;80.0;0.0;225.0;36.0;12.0;80.0;A;17/12/2023 23:18
566704000;APL PARIS;IMO9601302;9V9403;70.0;0.0;347.0;45.0;15.5;71.0;A;02/12/2023 21:46
566705000;APL DUBLIN;IMO9601314;9V9404;70.0;0.0;347.0;45.0;15.5;70.0;A;09/12/2023 12:39
566716000;THOR BRAVE;IMO9474797;9V6451;70.0;0.0;190.0;32.0;12.6;70.0;A;26/12/2023 09:38
566739000;NORD STEADY;IMO9629706;S6ME7;80.0;0.0;183.0;32.0;13.0;89.0;A;13/12/2023 12:15
566756000;MAERSK CARDIFF;IMO9529255;9V7632;71.0;0.0;250.0;38.0;11.7;71.0;A;01/12/2023 00:00
566762000;MARITIME POLARIS;IMO9768746;9V2825;80.0;1.0;;;;80.0;A;01/12/2023 00:04
566776000;EAGLE VANCOUVER;IMO9597240;9VFF9;80.0;0.0;332.0;60.0;22.5;80.0;A;01/12/2023 00:05
566813000;KIRKBY;IMO9652753;S6NR;81.0;1.0;120.0;20.0;5.4;81.0;A;01/12/2023 00:04
566877000;SAGAR KANTA;IMO9533440;9V2049;70.0;0.0;199.0;32.0;12.8;70.0;A;19/12/2023 16:07
566900000;KENNINGTON;IMO9664926;9V5719;82.0;0.0;120.0;20.0;7.3;82.0;A;06/12/2023 18:51
566908000;SHANTUNG;IMO9614488;9V9711;70.0;0.0;199.0;28.0;10.5;74.0;A;01/12/2023 00:00
566942000;WAN HAI 517;IMO9457660;9V7583;70.0;0.0;259.0;37.0;11.0;70.0;A;26/12/2023 09:27
566949000;EVER LEGEND;IMO9604093;9V9724;70.0;0.0;334.0;45.0;14.2;74.0;A;07/12/2023 17:51
566971000;KING QUEST;IMO9728851;9V3536;70.0;0.0;199.0;32.0;9.9;70.0;A;06/12/2023 13:58
566977000;KN FOREST;IMO9558268;9V7681;70.0;0.0;189.0;32.0;12.8;70.0;A;01/12/2023 05:15
566985000;THOR BREEZE;IMO9474802;9V6895;70.0;0.0;190.0;32.0;12.6;70.0;A;05/12/2023 05:21
566999000;HYUNDAI NEW YORK;IMO9385025;9V2196;70.0;0.0;293.0;40.0;14.0;71.0;A;10/12/2023 12:42
567104000;LANNA NAREE;IMO9496939;HSGL;70.0;0.0;180.0;30.0;9.8;70.0;A;17/12/2023 20:13
567608000;PAVIDA NAREE;IMO9649885;HSB8254;70.0;0.0;180.0;30.0;6.2;70.0;A;28/12/2023 05:14
567609000;ZIM THAILAND;IMO9936513;HSB8290;70.0;0.0;333.0;48.0;14.7;70.0;A;14/12/2023 17:13
567614000;ZIM BANGKOK;IMO9936525;HSB8544;70.0;0.0;333.0;48.0;13.9;70.0;A;03/12/2023 05:05
569547879;<Unknown>;<Unknown>;<Unknown>;;7.0;;;;;A;27/12/2023 16:59
576054000;ALVEI;IMO0000000;YJS7206;36.0;;26.0;6.0;;;B;04/12/2023 11:52
576079000;C-STAR;IMO9382475;YJUX7;90.0;15.0;59.0;14.0;5.0;;A;01/12/2023 00:00
576299000;HOS ACHIEVER;IMO9414163;YJVG4;90.0;5.0;131.0;22.0;6.8;94.0;A;01/12/2023 00:05
576532000;BAHAMA SPIRIT;IMO9083263;YJRE4;70.0;0.0;187.0;32.0;11.3;70.0;A;02/12/2023 02:12
576542000;TETRA HEDRON;<Unknown>;YJRH3;90.0;0.0;120.0;;;90.0;A;03/12/2023 17:39
576574000;VIVA GOGO 707;<Unknown>;YJRJ6;30.0;0.0;0.0;0.0;8.7;30.0;A;25/12/2023 15:57
576638000;LONGBOW NO.7;IMO0000000;YJRT7;30.0;15.0;47.0;10.0;0.0;30.0;A;15/12/2023 17:58
577016000;RESOLVE COMMANDER;IMO7505982;YJSD7;31.0;5.0;41.0;11.0;5.2;31.0;A;01/12/2023 00:00
577025000;MARINER;IMO7726548;YJSS3;31.0;8.0;41.0;11.0;5.2;;A;30/12/2023 09:04
577109000;JOANN KRAUSE;IMO5351973;YJQJ7;31.0;0.0;29.0;9.0;3.0;31.0;A;06/12/2023 05:46
577132000;KNOX;IMO8123523;YJQH4;38.0;0.0;60.0;10.0;3.5;38.0;A;07/12/2023 20:06
577201000;B SKY;IMO9381627;YJTN7;80.0;0.0;105.0;16.0;6.6;80.0;A;26/12/2023 00:10
577208000;ISLAND INTERVENTION;IMO9460095;YJTP6;90.0;5.0;120.0;25.0;8.0;90.0;A;01/12/2023 00:00
577305000;ISLAND PERFORMER;IMO9682045;YJUD5;90.0;3.0;130.0;25.0;7.6;99.0;A;01/12/2023 00:00
577357000;UNDERSEA HUNTER;IMO0000000;YJWD2;60.0;;22.0;6.0;;;B;08/12/2023 10:48
577358000;ISLAND VENTURE;IMO9721786;YJWD3;90.0;5.0;159.0;;;79.0;A;01/12/2023 00:01
577366000;MIDNIGHT TIDE;IMO8119974;YJWE2;70.0;0.0;48.0;11.0;4.1;70.0;A;06/12/2023 08:03
577368000;MIDNIGHT DREAM;IMO7913206;YJWE4;70.0;0.0;90.0;17.0;4.8;70.0;A;01/12/2023 10:46
577369000;MIDNIGHT COAST;IMO7303918;YJWE5;70.0;1.0;50.0;11.0;3.4;70.0;A;03/12/2023 23:41
577370000;MIDNIGHT CHIEF;IMO8115722;YJWE6;70.0;0.0;58.0;12.0;3.6;79.0;A;01/12/2023 00:00
577395000;MIDNIGHT EXPRESS;IMO0000000;YJWH7;70.0;;24.0;10.0;;;B;01/12/2023 21:23
577403000;VI NAIS;IMO9489675;YJWJ7;70.0;8.0;54.0;12.0;2.2;70.0;A;02/12/2023 00:58
577437000;BRUCE MAIL;IMO8301072;YJWS7;200.0;0.0;77.0;13.0;3.0;200.0;A;03/12/2023 16:32
577444000;NFE SUSTAINABILITY;IMO9285304;<Unknown>;70.0;5.0;0.0;0.0;3.8;70.0;A;01/12/2023 00:00
577482000;NFE CLEAN ENERGY;IMO9315513;YJWY4;70.0;5.0;71.0;17.0;4.5;70.0;A;01/12/2023 00:04
577483000;NFE REIMAGINE;IMO9285330;YJWY5;0.0;15.0;0.0;0.0;0.0;0.0;A;08/12/2023 21:04
577496000;LADY KEISH;IMO9206683;YJXA2;72.0;1.0;48.0;16.0;3.0;72.0;A;03/12/2023 23:53
577502000;NFE PIONEER III;IMO8770601;YJXA8;0.0;3.0;0.0;0.0;0.0;0.0;A;17/12/2023 23:33
577574000;BRIDGE MAIL;IMO9208887;YJXK5;70.0;0.0;62.0;18.0;3.0;70.0;A;28/12/2023 04:44
577580000;MIDNIGHT REIGN;IMO9273521;YJXL3;70.0;0.0;66.0;14.0;3.4;70.0;A;06/12/2023 08:39
577589000;RAUMA;IMO8704054;YJXM3;60.0;5.0;82.0;14.0;3.3;60.0;A;04/12/2023 02:38
577594000;NEWTON W.;IMO9207596;YJXM6;70.0;0.0;63.0;19.0;3.0;70.0;A;01/12/2023 08:14
577608000;BETTY K VIII;IMO8410328;YJXP3;70.0;0.0;78.0;13.0;0.0;70.0;A;01/12/2023 00:00
577631000;SHENJU;IMO0000000;YJXR8;70.0;0.0;154.0;24.0;10.0;70.0;A;27/12/2023 18:32
578001500;LE BELLOT;IMO9852418;FLZG;60.0;0.0;131.0;18.0;4.7;60.0;A;08/12/2023 07:52
578198340;<Unknown>;<Unknown>;<Unknown>;;0.0;;;;;A;27/12/2023 03:41
578315576;NAUTILUS EXPLORER;IMO10273223;YJTW5;60.0;0.0;35.0;8.0;0.0;60.0;A;12/12/2023 23:18
582892792;<Unknown>;<Unknown>;<Unknown>;;0.0;;;;;A;07/12/2023 17:37
583071124;T/T NETTO;IMO0000000;V7BO5;53.0;;11.0;3.0;;;B;17/12/2023 15:32
583071265;MR;;;;;;;;;;
584444546;<Unknown>;<Unknown>;<Unknown>;;0.0;;;;;A;06/12/2023 20:27
601164900;LEOPARD A6025;<Unknown>;ZR9181;;;;;;;B;01/12/2023 23:45
601194200;HQ2;IMO0000000;ZR04015;37.0;;0.0;0.0;;;B;01/12/2023 14:26
601820000;AFRICAN DREAM;IMO0000000;ZA7529;36.0;;10.0;4.0;;;B;09/12/2023 15:31
609310084;<Unknown>;<Unknown>;<Unknown>;;2.0;;;;;A;26/12/2023 12:58
612345678;ALLIGATOR;IMO0000000;WPD7139;37.0;;0.0;0.0;;;B;01/12/2023 14:28
613744000;LAHTA;IMO8420086;TJMC741;70.0;0.0;177.0;12.0;3.6;70.0;A;10/12/2023 11:50
613914101;BUSH MASTER;IMO8359067;TJM0163;90.0;0.0;36.0;9.0;1.3;90.0;A;01/12/2023 00:00
619970850;US GOV VSL 25   ----;<Unknown>;NSOM---;0.0;0.0;0.0;0.0;0.0;0.0;A;05/12/2023 19:40
620999280;TENAX TENACITY;IMO9264972;D6A3279;0.0;15.0;0.0;0.0;2.6;0.0;A;20/12/2023 16:48
623429101;<Unknown>;<Unknown>;<Unknown>;;4.0;;;;;A;25/12/2023 08:33
631779322;<Unknown>;<Unknown>;<Unknown>;;15.0;;;;;A;05/12/2023 02:58
633340941;<Unknown>;<Unknown>;<Unknown>;;8.0;;;;;A;26/12/2023 01:34
634968182;<Unknown>;<Unknown>;<Unknown>;;0.0;;;;;A;08/12/2023 01:01
635451570;<Unknown>;<Unknown>;<Unknown>;;10.0;;;;;A;20/12/2023 22:10
636009832;OURO DO BRASIL;IMO9018646;ELPP9;80.0;0.0;172.0;26.0;9.5;70.0;A;18/12/2023 18:30
636009894;ORANGE WAVE;IMO9057123;ELPX7;80.0;0.0;157.0;26.0;9.3;70.0;A;18/12/2023 18:51
636010032;SOL DO BRASIL;IMO9018658;ELQQ4;80.0;0.0;171.0;26.0;9.5;70.0;A;01/12/2023 23:31
636010378;STOLT INVENTION;IMO9102100;ELSN7;80.0;0.0;176.0;31.0;11.9;;A;01/12/2023 00:00
636010380;STOLT CAPABILITY;IMO9102124;ELSN9;80.0;0.0;176.0;31.0;11.9;82.0;A;28/12/2023 20:02
636010915;STOLT SPAN;IMO9149524;ELVQ7;80.0;0.0;162.0;23.0;10.1;82.0;A;23/12/2023 13:36
636011267;BLS AMITY;IMO9259707;ELXY2;80.0;0.0;238.0;38.0;13.1;80.0;A;02/12/2023 00:57
636011617;GAS CAPRICORN;IMO9255701;A8AK7;80.0;0.0;230.0;36.0;10.8;80.0;A;09/12/2023 11:46
636011637;PETROPAVLOVSK;IMO9223344;A8AO9;80.0;1.0;240.0;42.0;14.9;89.0;A;10/12/2023 23:32
636011792;PREMIUM DO BRASIL;IMO9242089;A8BL4;80.0;5.0;204.0;32.0;11.4;70.0;A;01/12/2023 00:07
636012425;XANTHOS;IMO9289178;A8FJ4;80.0;0.0;213.0;32.0;12.3;80.0;A;07/12/2023 01:16
636012628;ICE ENERGY;IMO9301732;A8GQ9;80.0;5.0;228.0;32.0;11.5;80.0;A;01/12/2023 00:05
636012629;ICE VICTORY;IMO9301744;A8GR2;80.0;0.0;229.0;32.0;7.5;80.0;A;10/12/2023 04:44
636012762;EVROTAS;IMO9309241;A8HR9;80.0;0.0;213.0;32.0;12.3;80.0;A;01/12/2023 00:26
636012766;ALIAKMON;IMO9323962;A8HS5;80.0;0.0;213.0;32.0;12.3;89.0;A;01/12/2023 00:16
636012767;ASOPOS;IMO9309253;A8HS6;80.0;1.0;213.0;32.0;12.3;89.0;A;01/12/2023 19:26
636012808;YM UTMOST;IMO9302621;A8HZ5;70.0;0.0;335.0;42.0;14.5;70.0;A;08/12/2023 12:56
636013112;AVAX;IMO9315939;A8KR8;80.0;1.0;183.0;32.0;12.5;80.0;A;01/12/2023 00:00
636013113;AXIOS;IMO9315941;A8KR9;80.0;0.0;183.0;32.0;12.5;81.0;A;16/12/2023 02:38
636013117;APOSTOLOS;IMO9327451;A8KS5;80.0;0.0;183.0;32.0;12.5;80.0;A;11/12/2023 17:19
636013148;EVEREST BAY;IMO8911073;A8KZ3;70.0;0.0;141.0;20.0;8.5;79.0;A;06/12/2023 23:03
636013156;EVRIDIKI;IMO9318137;A8LA4;80.0;1.0;274.0;50.0;17.3;80.0;A;01/12/2023 00:00
636013234;NEO ENERGY;IMO9324277;A8LO5;80.0;0.0;288.0;44.0;12.4;84.0;A;17/12/2023 23:20
636013395;<Unknown>;<Unknown>;<Unknown>;;8.0;;;;;A;28/12/2023 15:58
636013611;NEW ADVANCE;IMO9337212;A8OD6;80.0;0.0;238.0;42.0;14.8;80.0;A;05/12/2023 05:34
636013644;DEVA;IMO9278105;A8OK3;70.0;0.0;259.0;32.0;12.6;70.0;A;14/12/2023 13:36
636013647;MANOUSOS P;IMO9394753;A8OL2;70.0;0.0;229.0;32.0;14.4;;A;18/12/2023 10:03
636013691;YM UPWARD;IMO9337468;A8OR6;70.0;0.0;333.0;42.0;14.5;71.0;A;09/12/2023 01:42
636013693;YM UNIFORM;IMO9337482;A8OR8;70.0;8.0;333.0;42.0;14.5;70.0;A;18/12/2023 12:28
636013814;GEORGE N;IMO9377224;A8PQ5;80.0;0.0;204.0;32.0;12.1;80.0;A;20/12/2023 02:55
636013815;ERNEST N;IMO9377236;A8PQ6;80.0;0.0;204.0;32.0;12.1;80.0;A;01/12/2023 21:31
636013816;JENNY N;IMO9377248;A8PQ7;80.0;0.0;204.0;32.0;12.1;80.0;A;02/12/2023 00:27
636013854;MARCO;IMO9528574;A8PX9;70.0;0.0;224.0;32.0;14.4;70.0;A;16/12/2023 18:30
636013897;KOUROS;IMO9374507;A8QD7;80.0;0.0;183.0;32.0;13.2;80.0;A;26/12/2023 04:07
636013938;HORIZON ARMONIA;IMO9407354;A8QI9;80.0;0.0;183.0;32.0;13.1;;A;10/12/2023 09:08
636013980;KM MT JADE;IMO9359545;A8QP7;70.0;5.0;224.0;32.0;14.4;70.0;A;01/12/2023 00:00
636013998;HORIZON APHRODITE;IMO9407366;A8QT3;80.0;5.0;183.0;32.0;13.1;81.0;A;01/12/2023 00:00
636014006;ENSCO 8505;IMO8770522;A8QU8;90.0;3.0;130.0;68.0;18.3;99.0;A;01/12/2023 00:00
636014089;FPMC 22;IMO9417218;A8RF3;80.0;5.0;183.0;32.0;13.2;80.0;A;01/12/2023 00:00
636014091;FPMC 24;IMO9418573;A8RF5;80.0;0.0;183.0;32.0;13.2;82.0;A;10/12/2023 04:28
636014121;SELINI;IMO9382956;A8RL6;80.0;5.0;228.0;32.0;14.3;89.0;A;01/12/2023 00:05
636014168;CMA CGM OPAL;IMO9386483;A8RV3;70.0;0.0;259.0;32.0;12.6;90.0;A;12/12/2023 06:04
636014199;CMA CGM LAPIS;IMO9386495;A8SD5;70.0;0.0;259.0;32.0;12.6;70.0;A;17/12/2023 19:23
636014219;ZIM NINGBO;IMO9398400;A8SI5;70.0;0.0;333.0;42.0;14.5;79.0;A;04/12/2023 13:18
636014221;ZIM SAN DIEGO;IMO9398412;A8SI7;70.0;0.0;334.0;42.0;14.5;70.0;A;02/12/2023 08:27
636014278;ISE PRINCESS;IMO9411185;A8SR3;80.0;0.0;228.0;42.0;14.8;80.0;A;04/12/2023 06:46
636014366;ARIETTA;IMO9446403;A8TJ2;70.0;1.0;189.0;32.0;12.7;70.0;A;01/12/2023 00:08
636014472;LAKE FUXIAN;IMO9494905;A8UC7;70.0;0.0;200.0;32.0;9.7;70.0;A;23/12/2023 12:48
636014475;NOBLE GLOBETROTTER I;IMO9540845;A8UD3;90.0;1.0;189.0;32.0;12.2;0.0;A;01/12/2023 02:02
636014524;RED DIAMOND;IMO9331713;A8UM9;70.0;0.0;190.0;32.0;12.6;70.0;A;27/12/2023 01:00
636014571;W-ACE;IMO9484687;A8UX9;70.0;0.0;229.0;38.0;14.9;70.0;A;25/12/2023 04:42
636014577;SETY;IMO9419931;A8UZ4;70.0;0.0;189.0;32.0;12.7;70.0;A;06/12/2023 15:33
